location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
"Vikas Sadan, Gurugram - HSPCB",Gurugram,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,52.8,µg/m³,28.4501238,77.0263051,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IHBAS, Dilshad Garden, Delhi - CPCB",Delhi,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,19.03,µg/m³,28.6811736,77.3025234,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector - 125, Noida - UPPCB",Noida,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,3.1,µg/m³,28.5447608,77.3231257,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,22.71,µg/m³,28.60909,77.0325413,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"ITO, Delhi - CPCB",Delhi,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,2.41,µg/m³,28.6316945,77.2494387,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Vasundhara, Ghaziabad - UPPCB",Ghaziabad,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,8.1,µg/m³,28.6603346,77.3572563,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Ganga Nagar, Meerut - UPPCB",Meerut,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,4.3,µg/m³,28.999264,77.7590354,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Pallavpuram Phase 2, Meerut - UPPCB",Meerut,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,6.6,µg/m³,29.06351,77.709723,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Gole Bazar, Katni - MPPCB",Katni,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,5.5,µg/m³,23.833778,80.391222,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Collector Office, Yadgir - KSPCB",Yadgir,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,14.4,µg/m³,16.7602,77.1428,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Marhatal, Jabalpur - MPPCB",Jabalpur,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,6.7,µg/m³,23.168606,79.932247,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Chhoti Gwaltoli, Indore - MPPCB",Indore,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,5.9,µg/m³,22.719444,75.870278,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"T T Nagar, Bhopal - MPPCB",Bhopal,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,11.7,µg/m³,23.233584,77.400574,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Gomti Nagar, Lucknow - UPPCB",Lucknow,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,20.8,µg/m³,26.86812,81.005119,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Hebbal 1st Stage, Mysuru - KSPCB",Mysuru,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,2.56,µg/m³,12.3511441,76.6249171,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector-1, Noida - UPPCB",Noida,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,10.2,µg/m³,28.5898,77.3101,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector-116, Noida - UPPCB",Noida,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,2.1,µg/m³,28.56923,77.393848,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Knowledge Park - V, Greater Noida - UPPCB",Greater Noida,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,5.7,µg/m³,28.557054,77.453663,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Powai, Mumbai - MPCB",Mumbai,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,6.08,µg/m³,19.1375,72.915056,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Jai Bhim Nagar, Meerut - UPPCB",Meerut,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,9.3,µg/m³,28.9535882,77.7622941,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Kurla, Mumbai - MPCB",Mumbai,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,403.12,µg/m³,19.0863,72.8888,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Indirapuram, Ghaziabad - UPPCB",Ghaziabad,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,7.4,µg/m³,28.646233,77.358075,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Loni, Ghaziabad - UPPCB",Ghaziabad,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,4,µg/m³,28.757294,77.278792,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sanjay Nagar, Ghaziabad - UPPCB",Ghaziabad,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,5.1,µg/m³,28.685382,77.453839,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Anand Vihar, Hapur - UPPCB",Hapur,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,5,µg/m³,28.725645,77.749675,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Silk Board, Bengaluru - KSPCB",Bengaluru,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,2.6,µg/m³,12.917348,77.622813,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Chikkaballapur Rural, Chikkaballapur - KSPCB",Chikkaballapur,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,10.2,µg/m³,13.428828,77.731418,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Hombegowda Nagar, Bengaluru - KSPCB",Bengaluru,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,10.5,µg/m³,12.938539,77.5901,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Jayanagar 5th Block, Bengaluru - KSPCB",Bengaluru,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,3,µg/m³,12.920984,77.584908,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Hebbal, Bengaluru - KSPCB",Bengaluru,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,4.7,µg/m³,13.029152,77.585901,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"New Mandi, Muzaffarnagar - UPPCB",Muzaffarnagar,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,7.6,µg/m³,29.4723508,77.7194031,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Yamunapuram, Bulandshahr - UPPCB",Bulandshahr,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,4.6,µg/m³,28.406963,77.849831,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Knowledge Park - III, Greater Noida - UPPCB",Greater Noida,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,7.6,µg/m³,28.47272,77.482,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector-25, Chandigarh - CPCC",Chandigarh,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,8,µg/m³,30.751462,76.762879,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Rabindra Sarobar, Kolkata - WBPCB",Kolkata,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,14.2,µg/m³,22.51106,88.35142,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sion, Mumbai - MPCB",Mumbai,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,9.19,µg/m³,19.047,72.8746,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Khadakpada, Kalyan - MPCB",Kalyan,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,7.21,µg/m³,19.25292,73.142019,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Jadavpur, Kolkata - WBPCB",Kolkata,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,4.3,µg/m³,22.49929,88.36917,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Mahape, Navi Mumbai - MPCB",Navi Mumbai,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,16.55,µg/m³,19.1135051,73.008978,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Borivali East, Mumbai - MPCB",Mumbai,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,6.55,µg/m³,19.2243333,72.8658113,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",Mumbai,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,8.76,µg/m³,19.10078,72.87462,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Nerul, Navi Mumbai - MPCB",Navi Mumbai,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,3.67,µg/m³,19.008751,73.01662,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Vasai West, Mumbai - MPCB",Mumbai,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,4.5,µg/m³,19.3832,72.8204,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Rishi Nagar, Kaithal - HSPCB",Kaithal,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,4.26,µg/m³,29.8006,76.4155,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Phase-1 GIDC, Vapi - GPCB",Vapi,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,174.9,µg/m³,20.362421,72.918013,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Nathu Colony, Ballabgarh - HSPCB",Ballabgarh,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,1.35,µg/m³,28.3419248,77.319699,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Police Lines, Jind - HSPCB",Jind,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,1.45,µg/m³,29.307814,76.337619,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"General Hospital, Mandikhera - HSPCB",Mandikhera,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,4.43,µg/m³,27.9002,76.9938,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Huda Sector, Fatehabad - HSPCB",Fatehabad ,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,0.08,µg/m³,29.503664,75.467934,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Patti Mehar, Ambala - HSPCB",Ambala ,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,2.87,µg/m³,30.379589,76.778328,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"F-Block, Sirsa - HSPCB",Sirsa ,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,10.12,µg/m³,29.5364,75.0158,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector-18, Panipat - HSPCB",Panipat,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,0,µg/m³,29.497973,76.993331,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Murthal, Sonipat - HSPCB",Sonipat,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,17.85,µg/m³,29.0272,77.0669191,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",Kalaburagi,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,5.66,µg/m³,17.320057,76.820889,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Kalal Majra, Khanna - PPCB",Khanna,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,3.21,µg/m³,30.736056,76.209694,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Civil Line, Jalandhar - PPCB",Jalandhar,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,3.39,µg/m³,31.321907,75.578914,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Ratanpura, Rupnagar - Ambuja Cements",Rupnagar,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,7.59,µg/m³,31.0325454,76.5623046,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Bhopal Chauraha, Dewas - MPPCB",Dewas,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,3.4,µg/m³,22.9682591,76.064118,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Secretariat, Amaravati - APPCB",Amaravati,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,7.5,µg/m³,16.5150833,80.5181667,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Anand Kala Kshetram, Rajamahendravaram - APPCB",Rajamahendravaram,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,2.8,µg/m³,16.9872867,81.7363176,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector-2 Industrial Area, Pithampur - MPPCB",Pithampur,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,6.6,µg/m³,22.624758,75.675238,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Pimpleshwar Mandir, Thane - MPCB",Thane,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,29.65,µg/m³,19.192056,72.9585188,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,12.46,µg/m³,26.83399722,80.8917361,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MIDC Khutala, Chandrapur - MPCB",Chandrapur,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,8.56,µg/m³,19.9775302,79.2337086,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,6.21,µg/m³,12.9352049,77.6814488,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Alandur Bus Depot, Chennai - CPCB",Chennai,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,8,µg/m³,12.9099161,80.1076538,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Karve Road, Pune - MPCB",Pune,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,71.36,µg/m³,18.5011743,73.8165527,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"BTM Layout, Bengaluru - CPCB",Bengaluru,IN,2019-12-18T18:30:00.000Z,2019-12-19T00:00:00+05:30,so2,11.5,µg/m³,12.9135218,77.5950804,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
