location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
"Secretariat, Amaravati - APPCB",Amaravati,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,124,µg/m³,16.5150833,80.5181667,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Bhopal Chauraha, Dewas - MPPCB",Dewas,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,51,µg/m³,22.9682591,76.064118,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector-D Industrial Area, Mandideep - MPPCB",Mandideep,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,54,µg/m³,23.10844,77.511428,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Mahakaleshwar Temple, Ujjain - MPPCB",Ujjain,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,91,µg/m³,23.182719,75.768218,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Ashok Nagar, Udaipur - RSPCB",Udaipur,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,103.9,µg/m³,24.5886166,73.6321397,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Shrinath Puram, Kota - RSPCB",Kota,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,86.1,µg/m³,25.14389,75.821256,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Moti Doongri, Alwar - RSPCB", Alwar,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,48.28,µg/m³,27.554793,76.611536,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Manali, Chennai - CPCB",Chennai,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,73.56,µg/m³,13.164544,80.26285,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Gangapur Road, Nashik - MPCB",Nashik,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,109.95,µg/m³,20.0073285,73.7762427,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Zoo Park, Hyderabad - TSPCB",Hyderabad,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,78,µg/m³,17.349694,78.451437,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sanathnagar, Hyderabad - TSPCB",Hyderabad,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,0,µg/m³,17.4559458,78.4332152,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MIDC Khutala, Chandrapur - MPCB",Chandrapur,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,84.57,µg/m³,19.9775302,79.2337086,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Velachery Res. Area, Chennai - CPCB",Chennai,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,36.2,µg/m³,13.0052189,80.2398125,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Lalbagh, Lucknow - CPCB",Lucknow,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,245.6,µg/m³,26.8458805,80.9365541,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Nehru Nagar, Kanpur - UPPCB",Kanpur,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,245,µg/m³,26.4703136,80.3229863,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IDA Pashamylaram, Hyderabad - TSPCB",Hyderabad,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,84,µg/m³,17.5316895,78.218939,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Central School, Lucknow - CPCB",Lucknow,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,126.35,µg/m³,26.8821003,80.9302753,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Bollaram Industrial Area, Hyderabad - TSPCB",Hyderabad,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,77,µg/m³,17.540891,78.358528,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector-6, Panchkula - HSPCB ",Panchkula,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,45.21,µg/m³,30.7057778,76.8531805555555,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",Muzaffarpur,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,177,µg/m³,26.1209,85.3647,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IGSC Planetarium Complex, Patna - BSPCB",Patna,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,194,µg/m³,25.5941,85.1376,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Chandrapur, Chandrapur - MPCB",Chandrapur,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,58,µg/m³,19.645324,77.6345232,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector- 16A, Faridabad - HSPCB",Faridabad,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,292,µg/m³,28.4088421,77.3099081,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"GVM Corporation, Visakhapatnam - APPCB",Visakhapatnam,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,70,µg/m³,17.72,83.3,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Tirumala, Tirupati - APPCB",Tirupati,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,53,µg/m³,13.67,79.35,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Plammoodu, Thiruvananthapuram - Kerala PCB",Thiruvananthapuram,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,35,µg/m³,8.5149093,76.9435879,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"ICRISAT Patancheru, Hyderabad - TSPCB",Hyderabad,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,82,µg/m³,17.4342359,78.4170318,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Tata Stadium, Jorapokhar - JSPCB",Jorapokhar,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,95.2,µg/m³,23.707909,86.41467,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Collectorate, Gaya - BSPCB",Gaya,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,117,µg/m³,24.7955,84.9994,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"MD University, Rohtak - HSPCB",Rohtak,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,171.78,µg/m³,28.870083,76.6205,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
US Diplomatic Post: New Delhi,Delhi,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,309,µg/m³,28.63576,77.22445,"[{""name"":""EPA AirNow DOS"",""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary""}]"
"Marhatal, Jabalpur - MPPCB",Jabalpur,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,190,µg/m³,23.168606,79.932247,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"T T Nagar, Bhopal - MPPCB",Bhopal,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,110,µg/m³,23.233584,77.400574,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Hebbal 1st Stage, Mysuru - KSPCB",Mysuru,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,27.79,µg/m³,12.3511441,76.6249171,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector-25, Chandigarh - CPCC",Chandigarh,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,92.05,µg/m³,30.751462,76.762879,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Rabindra Sarobar, Kolkata - WBPCB",Kolkata,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,64.9,µg/m³,22.51106,88.35142,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sion, Mumbai - MPCB",Mumbai,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,135.7,µg/m³,19.047,72.8746,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Bandra, Mumbai - MPCB",Mumbai,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,54.21,µg/m³,19.041847,72.865513,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Vikas Sadan, Gurugram - HSPCB",Gurugram,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,148,µg/m³,28.4501238,77.0263051,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"IHBAS, Dilshad Garden, Delhi - CPCB",Delhi,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,285.1,µg/m³,28.6811736,77.3025234,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector - 125, Noida - UPPCB",Noida,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,211,µg/m³,28.5447608,77.3231257,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"NSIT Dwarka, Delhi - CPCB",Delhi,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,298.47,µg/m³,28.60909,77.0325413,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"ITO, Delhi - CPCB",Delhi,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,342,µg/m³,28.6316945,77.2494387,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Gole Bazar, Katni - MPPCB",Katni,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,130,µg/m³,23.833778,80.391222,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Chhoti Gwaltoli, Indore - MPPCB",Indore,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,69,µg/m³,22.719444,75.870278,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector-116, Noida - UPPCB",Noida,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,298,µg/m³,28.56923,77.393848,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Knowledge Park - V, Greater Noida - UPPCB",Greater Noida,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,186,µg/m³,28.557054,77.453663,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Jai Bhim Nagar, Meerut - UPPCB",Meerut,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,116,µg/m³,28.9535882,77.7622941,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Loni, Ghaziabad - UPPCB",Ghaziabad,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,418,µg/m³,28.757294,77.278792,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sanjay Nagar, Ghaziabad - UPPCB",Ghaziabad,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,274,µg/m³,28.685382,77.453839,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Talkatora District Industries Center, Lucknow - CPCB",Lucknow,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,228.7,µg/m³,26.83399722,80.8917361,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"BWSSB Kadabesanahalli, Bengaluru - CPCB",Bengaluru,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,57.01,µg/m³,12.9352049,77.6814488,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Aya Nagar, Delhi - IMD",Delhi,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,190.29,µg/m³,28.4706914,77.1099364,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Karve Road, Pune - MPCB",Pune,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,117,µg/m³,18.5011743,73.8165527,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Alandur Bus Depot, Chennai - CPCB",Chennai,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,50.92,µg/m³,12.9099161,80.1076538,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"BTM Layout, Bengaluru - CPCB",Bengaluru,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,19.66,µg/m³,12.9135218,77.5950804,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"North Campus, DU, Delhi - IMD",Delhi,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,327.82,µg/m³,28.6573814,77.1585447,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Sector - 62, Noida - IMD",Noida,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,435.26,µg/m³,28.6245479,77.3577104,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"CRRI Mathura Road, Delhi - IMD",Delhi,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,347.84,µg/m³,28.5512005,77.2735737,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
"Lodhi Road, Delhi - IMD",Delhi,IN,2019-12-19T18:30:00.000Z,2019-12-20T00:00:00+05:30,pm25,240.45,µg/m³,28.5918245,77.2273074,"[{""name"":""Central Pollution Control Board"",""url"":""https://app.cpcbccr.com/ccr/#/caaqm-dashboard-all/caaqm-landing""}]"
